id,date,username,tweets
1607398342321143810,2022-12-26 15:30:03+00:00,Media Indonesia,Koordinator Tim Pakar dan Juru Bicara Pemerintah untuk Penanganan Covid-19 Prof Wiku Adisasmito mengingatkan bahwa kesadaran masyarakat untuk menerapkan protokol kesehatan merupakan kunci utama agar jumlah kasus covid-19 tetap rendah.  https://t.co/odump3LIPA
1607394945366917121,2022-12-26 15:16:33+00:00,antaranews.com,"68,33 juta warga Indonesia sudah mendapat vaksinasi COVID-19 penguat https://t.co/IyF0HZENjh"
1607387019222867969,2022-12-26 14:45:03+00:00,Media Indonesia,Peningkatan Kasus Covid-19 di Tiongkok Diharapkan Tidak Pengaruhi Situasi di Indonesia  https://t.co/gNKTsKEqmK
1607370772107993089,2022-12-26 13:40:30+00:00,Media Indonesia,"""Asal sero survei kita sudah sampai 90%, ya artinya kita kemungkinan sudah baik. Ada apapun, dari manapun seharusnya sudah tidak jadi masalah,"" ujar Jokowi di Jakarta, Senin (26/12).#mediaindonesia
#referensibangsa
#covid-19

Sumber: https://t.co/2RpiUVKuSO"
1607365613231423490,2022-12-26 13:20:00+00:00,Media Indonesia,"Memiliki populasi hingga 65,4 juta jiwa, Pemerintah Zhejiang mengatakan bahwa ada 13.583 pasien Covid-19 yang dirawat di rumah sakit provinsi.#mediaindonesia
#referensibangsa
#covid-19

Sumber: https://t.co/kWrHEsvr0f"
1607311521750876161,2022-12-26 09:45:03+00:00,Media Indonesia,"Pemeriksaan tes usap PCR dilakukan terhadap seribu  pengungsi. Dengan temuan 10 orang yang terkonfirmasi covid-19, kata dia, jumlahnya bisa dikatakan relatif sedikit dibanding jumlah pengungsi yang dites usap PCR.

  https://t.co/hYZcfT7hMt"
1607284251161927682,2022-12-26 07:56:42+00:00,Harian Kompas,"China memutuskan untuk menghentikan publikasi kasus harian dan kematian akibat Covid-19. Para pakar kesehatan memperingatkan lonjakan infeksi di China membuka kemungkinan munculnya varian baru Covid-19. #Internasional #AdadiKompas

https://t.co/Xuv7zuqfM7"
1607875832009338880,2022-12-27 23:07:25+00:00,CNN Indonesia,"Menhub Curhat Dilema Kebijakan Covid-19: Kami Ngerem, Presiden Gaspol https://t.co/rB8l0WL0C8"
1607863993108148224,2022-12-27 22:20:23+00:00,CNN Indonesia,"Gejala Covid-19 yang Paling Dominan saat Ini, Hati-hati Bukan Anosmia https://t.co/WC0D21DJRC"
1607774573927477249,2022-12-27 16:25:04+00:00,JPNN.com,"Covid-19 Menggila di China, Malaysia Waspada #Covid-19 https://t.co/xd5YH7GlNv"
1607754735427387395,2022-12-27 15:06:14+00:00,tempo.co,"Kasus Covid-19 di Cina Melonjak, Kemenhub: Cina Batasi Penerbangan dari dan Menuju RI https://t.co/xQmdgnyYWD #TempoBisnis"
1607738197219459073,2022-12-27 14:00:31+00:00,CNN Indonesia,"Pemerintah akan menghentikan operasional Rumah Sakit Darurat Covid-19 (RSDC) Wisma Atlet, Kemayoran, Jakarta Pusat, pada 31 Desember 2022. Namun, satu tower masih akan disiagakan untuk antisipasi. https://t.co/RKPTznqcFN #CNNIndonesia https://t.co/gdtblVlYnI"
1607720467754020865,2022-12-27 12:50:04+00:00,JPNN.com,"Gegara Ledakan Covid-19 di China, Jepang Berlakukan Lagi Syarat Perjalanan Ini #Covid-19 https://t.co/ckXRkwdOCk"
1607714852830851072,2022-12-27 12:27:45+00:00,LIPUTAN6,"Vaksin COVID-19 pada anak usia 6 bulan - 4 tahun pun menggunakan vaksin Comirnaty dengan platform mRNA yang dikembangkan Pfizer-BioNTech.
https://t.co/vQAQ7wD5hm"
1607685705727356931,2022-12-27 10:31:56+00:00,CNN Indonesia,4 Cara Mencegah Penularan Covid-19 saat Asyik Libur Panjang https://t.co/h8K2lGLwOA
1607626028498972673,2022-12-27 06:34:48+00:00,CNN Indonesia,BPOM: Vaksin Covid Pfizer untuk Balita Diberikan Tiga Dosis https://t.co/0vRTmY0vZc
1607621953812324354,2022-12-27 06:18:36+00:00,tempo.co,Jepang Mewajibkan Tes Covid-19 Negatif untuk Pelancong China https://t.co/yPeqawm5Ss #TempoDunia
1607615027674255360,2022-12-27 05:51:05+00:00,tempo.co,"Badai Covid-19, China Malah Hapus Aturan Karantina untuk Pelancong https://t.co/emLVZPe6SQ #TempoDunia"
1607606914418102279,2022-12-27 05:18:50+00:00,JPNN.com,"#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 27 Desember 2022
#jadwalvaskinsurabaya 
#lokasivaksinsurabaya 
https://t.co/EWfj2eLLPA"
1607587753532981248,2022-12-27 04:02:42+00:00,CNN Indonesia,Kemenkes: Potensi Lonjakan Covid-19 Bisa Terjadi Seperti di Jepang https://t.co/uilGITWdtt
1607585489598697475,2022-12-27 03:53:42+00:00,CNN Indonesia,WHO Minta China Terus Terang soal Angka Kasus Covid https://t.co/MWypu58Qbw
1607579537059217409,2022-12-27 03:30:03+00:00,JPNN.com,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 27 Desember 2022 #infovaksin https://t.co/EWfj2eLLPA
1607568114811834371,2022-12-27 02:44:40+00:00,CNN Indonesia,Xi Jinping Akui China Lagi 'Kesulitan' Hadapi Tsunami Covid-19 https://t.co/bYveotg3PW
1607564337987846144,2022-12-27 02:29:39+00:00,CNN Indonesia,Rupiah Perkasa Rp15.624 per Dolar AS Berkat Pelonggaran Covid China https://t.co/pUchwr8slJ
1607867560124612610,2022-12-27 22:34:33+00:00,Kompas.com,Berita tentang otoritas Iran ubah rute penerbangan pesawat yang bawa istri legenda timnas Ali Daei memuncaki daftar Populer Global kali ini. https://t.co/Hp1Z2hUscd
1607866676460257281,2022-12-27 22:31:03+00:00,Kompas.com,"BPOM terbitkan izin pemberian vaksin Covid-19 untuk anak-anak berusia 6 bulan hingga 4 tahun dengan dosis 3 mcg/0,2 mL. https://t.co/LZLoVwIkrH"
1607773853161340928,2022-12-27 16:22:12+00:00,detikcom,Jokowi mengisyaratkan penghentian PPKM. Pemerintah juga membebaskan perayaan tahun baru 2023. Bagaimana perkembangan pandemi H-4 tahun baru 2023 ini? https://t.co/She2ZbdkqF
1607744186534756353,2022-12-27 14:24:19+00:00,Kompas.com,Arief menyebut angka tersebut mengindikasikan bahwa situasi permintaan PMI sudah mendekati pulih seperti saat sebelum pandemi Covid-19 melanda dunia. https://t.co/eBgbEN7vHN
1607733187635027969,2022-12-27 13:40:36+00:00,detikcom,"Di daratan China, virus Corona malah melonjak lagi di akhir tahun ini. Apakah aman bila PPKM di RI disetop saat COVID-19 di China sedang melonjak? https://t.co/F1DCPlaRth"
1607705970213273600,2022-12-27 11:52:27+00:00,detikcom,Kasus COVID-19 di China yang menggila akhirnya membuat Xi Jinping turun tangan dan memberikan instruksi khusus untuk mengendalikan penyebaran virus tersebut.  https://t.co/nTjsp0eHqP
1607700287266979841,2022-12-27 11:29:52+00:00,detikcom,"China tengah kewalahan usai dihantam lonjakan kasus COVID-19, hingga fasilitas kesehatan penuh. Akibatnya, banyak pasien COVID-19 terdampar di luar RS.  https://t.co/A25vrSuK0t"
1607698197945933824,2022-12-27 11:21:34+00:00,Kompas.com,Masih ada empat pasien Covid-19 yang dirawat di RSDC Wisma Atlet. https://t.co/KGN7npzROa
1607694794754785280,2022-12-27 11:08:03+00:00,Kompas.com,"Covid-19 China kemungkinan memiliki 1 juta infeksi dan 5.000 kematian setiap hari, diperkirakan menjadi wabah terbesar yang pernah ada di dunia. https://t.co/w44mcQueog"
1607687908999282690,2022-12-27 10:40:41+00:00,detikcom,BPOM RI memberikan izin pemberian vaksin Covid-19 untuk anak usia 6 bulan hingga 4 tahun. Izin darurat ini menggunakan vaksin comirnaty atau Pfizer. https://t.co/gSW6d9CayN
1607678687352356864,2022-12-27 10:04:02+00:00,Kompas.com,Jepang akan mewajibkan tes Covid-19 pada setiap pelancong yang datang dari China daratan mulai Jumat (30/12/2022). https://t.co/Tjmvecokig
1607673194256760838,2022-12-27 09:42:13+00:00,detikcom,Badan Pengawas Obat dan Makanan (BPOM) RI memberikan izin pemberian vaksin Covid-19 untuk anak usia 6 bulan hingga 4 tahun. Izin darurat ini menggunakan vaksin comirnaty atau Pfizer. https://t.co/6JCiNYxrcw
1607671189811462146,2022-12-27 09:34:15+00:00,detikcom,Pemerintah tidak lagi menganggarkan biaya penanganan COVID-19 pada APBN 2023. Vaksinasi dan biaya pengobatan pasien COVID-19 tidak lagi ditanggung negara. https://t.co/JlVROhcuAa
1607668746998390785,2022-12-27 09:24:32+00:00,detikcom,"Virus COVID-19 kembali mewabah di China. Takut tertular, pria ini membuat masker bentuk paruh bebek yang akan dipakai saat makan di restoran. https://t.co/7BZTr8kFdV"
1607664567542243335,2022-12-27 09:07:56+00:00,detikcom,"Seiring COVID-19 yang masih mengamuk, China kini bakal berhenti mewajibkan pelaku perjalanan dari luar negeri untuk melakukan karantina. Begini penjelasannya  https://t.co/nwruhO91jQ https://t.co/udRm1sglE8"
1607663073438961664,2022-12-27 09:02:00+00:00,Kompas.com,"Mal menjadi sepi pengunjung setelah pandemi Covid-19 menerpa Indonesia sejak Maret 2020. Kondisi perekonomian yang lesu mengakibatkan daya beli masyarakat semakin rendah. ^ #Megapolitan #MalSepi 

https://t.co/obIKkcatn2"
1607648021243887617,2022-12-27 08:02:11+00:00,tvOnenews,Jepang Wajibkan Pengunjung dari China untuk Tes Covid-19 https://t.co/Uj4ea1zRNm
1607642685514326019,2022-12-27 07:40:59+00:00,detikcom,"BPOM RI memberikan EUA vaksin COVID-19 Pfizer untuk anak usia 6 bulan hingga 11 tahun. Ini rentang waktu untuk mendapatkan vaksin primer anak, ortu perlu tahu!  https://t.co/F6WMoBvgo7"
1607639087258947586,2022-12-27 07:26:41+00:00,Kompas.com,"""Vaksin ini membantu pemenuhan terhadap kebutuhan vaksin Covid-19 serta keterbatasan jenis vaksin yang dapat digunakan untuk populasi anak saat ini"". https://t.co/Nl504xzsf4"
1607634057931661313,2022-12-27 07:06:42+00:00,detikcom,BPOM RI memberikan izin penggunaan vaksin COVID-19 darurat untuk anak mulai dari 6 bulan. Pakai jenis Pfizer.  https://t.co/5w03zY06xM
1607627352300740608,2022-12-27 06:40:03+00:00,detikcom,"China akan mencabut persyaratan karantina Covid-19 untuk penumpang yang datang dari luar negeri. Sebelumnya, sederet aturan telah dilonggarkan di tengah tsunami Covid-19.  https://t.co/jNZpaZSMVr"
1607626786212298752,2022-12-27 06:37:48+00:00,detikcom,Xi Jinping akhirnya bersuara mengenai kondisi COVID-19 di negaranya. Separah apa sih situasi Corona di Negeri Tirai Bambu saat ini?  https://t.co/UgAX7HWlV6
1607624144258224129,2022-12-27 06:27:18+00:00,Kompas.com,"Pemerintah mempertimbangkan kesiapan fasilitas pelayanan kesehatan dan praktek perilaku masyarakat sehari-hari, sebelum mencabut kebijakan PPKM. https://t.co/UUDptdtyy9"
1607621633296015361,2022-12-27 06:17:20+00:00,detikcom,"China sedang mengalami lonjakan kasus Corona. Meski demikian, pemerintah China sedang bersiap melonggarkan aturan perjalanan. https://t.co/UVop73moRz"
1607612257713938433,2022-12-27 05:40:04+00:00,KOMPAS TV,"Kasus Covid-19 Melonjak, China Justru akan Hapus Karantina dan Buka Perbatasan pada Januari 2023 https://t.co/mWpk2rK4Qc"
1607586828768661504,2022-12-27 03:59:02+00:00,KOMPAS TV,371 Orang Meninggal dalam Sehari akibat Covid-19 di Jepang Usai Masuki Gelombang ke-8 https://t.co/EFQjvV8m2r
1607574257550385153,2022-12-27 03:09:04+00:00,Kompas.com,Tren custom atau modifikasi sepeda motor terus menggeliat meski sedikit terhambat pada masa pandemi Covid-19. https://t.co/6Uc9I1am4C
1607573231497535488,2022-12-27 03:05:00+00:00,Kompas.com,"China mungkin sedang melonggarkan sejumlah pembatasan Covid, tapi kebijakan pandemi yang sangat ketat membuat banyak warganya mencari negara lain untuk ditinggali agar punya masa depan yang lebih baik. ^ #Global #Migran 

https://t.co/Gf0w9ZGpD8"
1607567706034962433,2022-12-27 02:43:02+00:00,Kompas.com,China turunkan level Covid sebagai penyakit menular dari A ke B. Pelancong dari luar negeri hanya perlu tes PCR 48 jam sebelum terbang ke China. https://t.co/zJchskXx4s
1607559535006461953,2022-12-27 02:10:34+00:00,Kompas.com,"Tesla dikabarkan harus menghentikan sementara produksi mobil listriknya di pabrik Shanghai, China. https://t.co/f5pPNMH3NV"
1607553601714491394,2022-12-27 01:47:00+00:00,detikcom,"Rumah Sakit di Beijing, China terus kebanjiran pasien Covid-19 setiap harinya. Tenaga medis pun mengalami rasa tertekan melayani ratusan pasien yang datang setiap harinya. https://t.co/HGm8TT6w30"
1607768284648329221,2022-12-27 16:00:04+00:00,Media Indonesia,"Tercatat sebanyak 229 kasus dari 803 kasus covid-19 nasional ditemukan di Jabar.
  https://t.co/DLI0HwvFL9"
1607751922974588928,2022-12-27 14:55:03+00:00,Media Indonesia,"Ia pun menilai wajar jika pemerintah pusat berencana menutup RSDC Wisma Atlet. Sebab, sesuai dengan namanya, RS itu dibuka untuk menangani kondisi darurat. Sementara pandemi di Indonesia kini telah mereda.  https://t.co/lznEQoZ3g8"
1607742934199271426,2022-12-27 14:19:20+00:00,detikHealth,"Data internal China 'bocor', terungkap ada 250 juta kasus COVID-19 yang dicatat sepanjang Desember 2022. Inikah faktanya? https://t.co/Yk1jghNt2X"
1607726497900511234,2022-12-27 13:14:01+00:00,Harian Kompas,"BPOM menerbitkan izin penggunaan darurat Comirnaty, vaksin Covid-19 dari Pfizer-BioNTech untuk anak usia 6 bulan sampai 11 tahun. Penerbitan izin ini dapat membantu memenuhi kebutuhan vaksin Covid-19 untuk anak-anak.

https://t.co/5STKDLbQcs

 #Kesehatan #AdadiKompas"
1607719663756083200,2022-12-27 12:46:52+00:00,detikHealth,Pasien ranap COVID-19 menghabiskan waktunya selama tiga tahun di rumah sakit. Keluarga berharap agar dirinya bisa kembali ke rumah pada tahun ini. https://t.co/ziXmEVe9bV
1607714728956071936,2022-12-27 12:27:15+00:00,detikHealth,"Kepala BNPB Letjen TNI Suharyanto buka suara terkait kemungkinan pandemi menjadi endemi. Sampai saat ini, perubahan status masih menunggu keputusan dari WHO. https://t.co/hMmxKyevbZ"
1607714482280878080,2022-12-27 12:26:17+00:00,antaranews.com,"Data perkembangan pandemi COVID-19 Indonesia hingga Selasa (27/12/2022) : 

Positif: 6.717.395 (+803)
Sembuh: 6.540.260 (+1.692)
Meninggal: 160.560 (+9)
Kasus Aktif: 16.575

#ingatpesanibu #sudahdivaksintetap3m
#vaksinmelindungikitasemua

https://t.co/kxPeWuQVKB"
1607705974260776967,2022-12-27 11:52:28+00:00,detikHealth,"Indonesia mencatat sebanyak 803 kasus baru COVID-19, Selasa (27/12/2022). Jawa Barat menyumbang kasus terbanyak dengan jumlah 229. https://t.co/wj1aELagX0"
1607698589484023813,2022-12-27 11:23:07+00:00,detikHealth,"Indonesia mencatat 803 kasus baru COVID-19 hari ini, Selasa (27/12/2022). Seiring itu, terdapat kasus sembuh sebanyak 1.692 dan 9 pasien meninggal dunia. https://t.co/XMmBIbjxcM"
1607691524699205635,2022-12-27 10:55:03+00:00,Media Indonesia,Badan POM Terbitkan Izin Vaksin Covid-19 Comirnaty Children Usia 6 Bulan hingga 11 Tahun  https://t.co/58mb7aihnG
1607686863657046018,2022-12-27 10:36:32+00:00,detikHealth,Pakar Ikatan Dokter Indonesia menilai kebijakan pencabutan PPKM sudah relevan dengan situasi COVID-19 saat ini. Inikah alasannya? https://t.co/mVB2ZN1f32
1607685660894285827,2022-12-27 10:31:45+00:00,detikHealth,"China tengah kewalahan usai dihantam lonjakan kasus COVID-19, hingga fasilitas kesehatan penuh. Akibatnya, banyak pasien COVID-19 terdampar di luar RS.  https://t.co/Tlh6Os0eY6"
1607671060547227649,2022-12-27 09:33:44+00:00,Harian Kompas,"Penjualan kembang api terus meningkat seiring dengan pelonggaran kegiatan karena pandemi Covid-19 yang semakin terkendali. Momentum tahun baru dimanfaatkan pedagang kembang api musiman untuk meraup keuntungan maksimal.

https://t.co/MuAWAxhGJH

 #Metropolitan #AdadiKompas"
1607658527803179012,2022-12-27 08:43:56+00:00,Harian Kompas,"RSDC Wisma Atlet Kemayoran akan  berhenti beroperasi mulai 31 Desember 2022. Saat ini, dari 10 tower yang ada di RSDC Wisma Atlet Kemayoran, tersisa satu tower masih beroperasi untuk menangani pasien Covid-19.

https://t.co/1xEXLr9MAU

 #Kesehatan #AdadiKompas"
1607615309292376065,2022-12-27 05:52:12+00:00,Media Indonesia,Dosen UGM: Erick Thohir Sukses Bangun BUMN Tanggap Pandemi Covid-19  https://t.co/iR3Gb2NIt8
1607565961351299072,2022-12-27 02:36:06+00:00,antaranews.com,"Satgas Penanganan COVID-19 Kepulauan Babel mengawasi penerapan prokes di pusat keramaian.

https://t.co/NfZqIWliAQ"
1607546035995303936,2022-12-27 01:16:56+00:00,Harian Kompas,"Ketika pandemi diharapkan segera berakhir, kemungkinan bakal munculnya mutasi varian baru akibat tingginya kasus di China kembali menjadi kekhawatiran global. #Kesehatan #AdadiKompas

https://t.co/ian6Kf60ZB"
1608250307074719745,2022-12-28 23:55:27+00:00,Okezone,"Buka Perbatasan, China: Negara Barat dan Media Membesar-besarkan Situasi Kebijakan Covid #LengkapCepatBeritanya #BeritaTerkini #International #BeritaInternasional . https://t.co/5ff2iwwujk"
1608246708332539904,2022-12-28 23:41:09+00:00,Okezone,"China Buka Perbatasan, Dunia Internasional Langsung Perketat Aturan Tes Covid untuk Pelancong China #LengkapCepatBeritanya #BeritaTerkini #International #BeritaInternasional . https://t.co/VuCpb4Gp9z"
1608240043445080067,2022-12-28 23:14:40+00:00,CNN Indonesia,Pakar IDI Sepakat PPKM Dicabut: Kalau Covid Naik Terapkan Lagi https://t.co/1BernuVn0x
1608223919739400199,2022-12-28 22:10:36+00:00,CNN Indonesia,Beda Gejala Sakit Tenggorokan Biasa dan Covid-19 pada Anak https://t.co/uCujycNDMQ
1608210065097457669,2022-12-28 21:15:33+00:00,CNN Indonesia,AS Wajibkan Pendatang China Tunjukkan Hasil Tes Covid Mulai 5 Januari https://t.co/zWcjM0wpeM
1608182849848627200,2022-12-28 19:27:24+00:00,Okezone,China Mulai Terbitkan Paspor dan Visa Usai Longgarkan Kebijakan Covid-19 #LengkapCepatBeritanya #BeritaTerkini #International #BeritaInternasional . https://t.co/xznRr472G4
1608178689069715456,2022-12-28 19:10:52+00:00,Okezone,Kebijakan Nol Covid-19 di China Bikin Warga Ingin Pelesiran ke Luar Negeri #LengkapCepatBeritanya #BeritaTerkini #International #BeritaInternasional . https://t.co/kP4FQecKWv
1608113306916749313,2022-12-28 14:51:04+00:00,tempo.co,Makanan Berikut Diklaim Bisa Terkontaminasi Covid-19 https://t.co/ovt9Hnu4Ge #TempoGaya
1608085489122250753,2022-12-28 13:00:32+00:00,CNN Indonesia,"Beberapa gejala Covid-19 varian terbaru disebut mirip dengan flu biasa. Mulai dari demam hingga batuk kering. #CNNIndonesia 
https://t.co/Z3lo5C0imE"
1608083114534010883,2022-12-28 12:51:05+00:00,CNN Indonesia,Filipina Waspadai Pelancong dari China Imbas Naiknya Lagi Kasus Covid https://t.co/3GTCwyMwaI
1608072914632585216,2022-12-28 12:10:34+00:00,tempo.co,"Vaksinasi Covid-19 untuk Anak Usia 6 Bulan, Dinas Kesehatan DKI Tunggu Regulasi Kemenkes https://t.co/urzt2bowZL #TempoVideo"
